customer_id,contract_id,contract_ref_id,associated_line,contract_description,from_date,to_date,associated_line_fmt
407,1029,105,764-427-7384,10G LTE,2015-03-30 07:20:18.000,2015-04-24 06:06:49.000,7644277384
407,1030,103,(949) 943-6690,450 min,2015-12-16 05:13:54.000,2015-10-05 11:02:13.000,9499436690
407,1032,101,(891) 385-8775,Unlimited call,2015-10-23 01:07:10.000,2016-05-17 20:59:33.000,8913858775
409,1035,109,(197) 528-4196,Roaming special,2016-06-30 02:54:56.000,2016-02-24 05:11:14.000,1975284196
409,1036,105,(883) 810-2650,10G LTE,2015-08-17 10:51:24.000,2016-12-26 00:07:44.000,8838102650
409,1037,101,4763101858,Unlimited call,2015-06-09 21:09:46.000,2016-12-05 00:21:59.000,4763101858
405,1022,101,9617531433,Unlimited call,2015-04-05 01:54:00.000,2015-10-22 00:33:28.000,9617531433
405,1023,101,203 402 8646,Unlimited call,2015-10-20 02:24:54.000,2016-09-03 21:09:43.000,2034028646
405,1024,106,6692782511,5G LTE,2016-08-26 01:59:23.000,2016-05-31 04:54:24.000,6692782511
405,1025,107,(293) 933-6246,10G 3G,2016-12-11 10:57:29.000,2016-03-30 11:57:02.000,2939336246
405,1026,108,812-217-1780,5G 3G,2015-12-14 16:10:10.000,2016-05-14 17:37:19.000,8122171780
411,1042,106,4357766590,5G LTE,2016-08-09 16:11:30.000,2016-12-16 11:31:43.000,4357766590
410,1038,106,434 676 5362,5G LTE,2016-08-14 07:28:20.000,2015-06-21 17:12:09.000,4346765362
410,1039,101,+1 (606) 807-1774,Unlimited call,2016-10-19 19:14:45.000,2015-12-02 23:27:08.000,16068071774
410,1040,103,(686) 826-7695,450 min,2017-01-11 10:40:48.000,2016-04-25 04:24:51.000,6868267695
410,1041,109,511 126 4082,Roaming special,2016-10-16 01:20:14.000,2015-08-11 04:15:18.000,5111264082
414,1045,110,475-936-5806,5G tether,2015-03-21 14:06:30.000,2017-01-01 19:04:45.000,4759365806
414,1046,102,(335) 556-2754,Unlimited text,2016-07-24 05:03:04.000,2016-03-31 10:24:41.000,3355562754
413,1043,109,8271577322,Roaming special,2015-07-21 06:34:27.000,2015-02-19 18:07:10.000,8271577322
413,1044,105,490 270 6970,10G LTE,2015-12-29 19:18:29.000,2015-05-13 21:01:39.000,4902706970
419,1062,109,177 557 7834,Roaming special,2015-07-26 11:59:25.000,2015-10-15 04:34:14.000,1775577834
419,1063,107,158 588 7856,10G 3G,2015-05-10 05:21:30.000,2016-07-03 08:07:03.000,1585887856
415,1047,107,872-711-9300,10G 3G,2015-03-15 21:05:22.000,2015-01-08 22:19:31.000,8727119300
415,1048,101,705-943-1677,Unlimited call,2016-11-19 10:01:07.000,2017-01-25 20:23:46.000,7059431677
415,1049,102,1007674794,Unlimited text,2015-05-18 09:18:02.000,2015-07-01 22:36:26.000,1007674794
415,1050,104,7381419903,100 text,2016-04-13 09:37:58.000,2016-12-03 05:59:53.000,7381419903
415,1051,109,859 787 1784,Roaming special,2016-01-31 00:30:13.000,2016-08-11 17:09:18.000,8597871784
416,1052,102,671-880-4629,Unlimited text,2016-02-18 00:02:59.000,2015-05-22 10:06:49.000,6718804629
416,1053,107,9617916330,10G 3G,2015-01-24 06:44:35.000,2015-01-05 03:23:23.000,9617916330
416,1055,108,701 814 6259,5G 3G,2015-12-05 20:10:44.000,2017-02-20 20:05:58.000,7018146259
416,1057,106,4609617211,5G LTE,2015-06-04 12:11:44.000,2015-07-30 04:50:25.000,4609617211
416,1059,106,(625) 173-2979,5G LTE,2016-07-14 02:45:23.000,2016-02-08 04:11:16.000,6251732979
417,1054,101,(816) 301-6456,Unlimited call,2016-10-23 17:29:41.000,2016-03-26 21:29:30.000,8163016456
417,1056,107,955 842 1398,10G 3G,2015-12-09 00:32:17.000,2015-05-16 16:23:22.000,9558421398
417,1058,108,5271131208,5G 3G,2015-11-17 02:04:42.000,2016-03-23 15:33:08.000,5271131208
417,1060,110,803 160 4396,5G tether,2015-09-30 08:42:19.000,2016-01-27 05:09:48.000,8031604396
417,1061,101,463-544-9998,Unlimited call,2017-01-30 21:47:44.000,2016-03-23 21:43:36.000,4635449998
420,1064,104,1807735881,100 text,2016-07-29 10:32:27.000,2016-06-01 11:50:13.000,1807735881
423,1067,109,135 838 3071,Roaming special,2016-12-10 00:10:53.000,2016-08-04 21:25:05.000,1358383071
423,1069,104,(717) 887-8913,100 text,2017-02-12 17:30:08.000,2015-01-02 12:06:53.000,7178878913
423,1071,102,2099862970,Unlimited text,2016-02-09 00:36:27.000,2016-09-21 08:34:28.000,2099862970
426,1074,108,(300) 175-3243,5G 3G,2016-07-01 23:33:07.000,2017-01-28 06:02:02.000,3001753243
426,1075,106,740 397 3690,5G LTE,2015-02-08 11:23:42.000,2016-08-30 01:20:52.000,7403973690
425,1072,107,(874) 833-6333,10G 3G,2016-08-07 20:09:22.000,2016-06-08 11:23:30.000,8748336333
425,1073,104,+1 (921) 184-2409,100 text,2017-01-28 13:07:56.000,2015-09-22 02:10:14.000,19211842409
427,1076,101,496 235 1292,Unlimited call,2016-11-10 04:49:35.000,2015-09-08 14:46:57.000,4962351292
427,1077,103,(227) 273-6890,450 min,2016-11-29 05:02:17.000,2016-01-06 13:47:26.000,2272736890
422,1065,108,(656) 655-6086,5G 3G,2015-10-23 06:09:34.000,2015-05-16 03:54:26.000,6566556086
422,1066,101,(156) 290-6644,Unlimited call,2015-07-26 09:51:50.000,2015-05-06 22:50:42.000,1562906644
422,1068,101,+1 (766) 906-3874,Unlimited call,2016-02-14 02:08:35.000,2015-03-18 06:36:15.000,17669063874
422,1070,109,7494921213,Roaming special,2015-07-27 16:43:37.000,2016-05-10 21:48:16.000,7494921213
428,1078,104,(489) 520-9122,100 text,2016-03-17 22:20:10.000,2015-10-17 11:11:12.000,4895209122
428,1080,109,(397) 871-2023,Roaming special,2015-08-12 03:16:27.000,2016-12-30 02:32:22.000,3978712023
429,1079,107,(287) 141-9659,10G 3G,2015-10-21 15:31:11.000,2015-10-01 19:26:07.000,2871419659
429,1081,108,3244717583,5G 3G,2015-12-08 20:21:52.000,2016-06-24 00:51:12.000,3244717583
431,1082,108,2841002757,5G 3G,2016-01-29 15:31:59.000,2016-10-13 06:23:32.000,2841002757
432,1083,105,(703) 250-8433,10G LTE,2015-12-04 09:37:24.000,2016-12-09 16:00:38.000,7032508433
432,1084,106,5174512863,5G LTE,2015-11-18 07:45:26.000,2016-05-07 21:21:10.000,5174512863
436,1091,108,+1 (104) 287-1277,5G 3G,2016-10-01 14:35:44.000,2015-06-18 15:21:39.000,11042871277
436,1092,110,+1 (570) 536-8475,5G tether,2015-05-07 00:05:52.000,2017-02-17 18:49:13.000,15705368475
436,1093,106,679-712-6922,5G LTE,2016-11-15 02:53:11.000,2015-08-20 23:10:16.000,6797126922
433,1086,105,(803) 406-9688,10G LTE,2016-02-27 21:10:33.000,2016-11-18 10:41:06.000,8034069688
433,1087,108,+1 (139) 571-8753,5G 3G,2016-12-16 06:30:43.000,2016-07-09 05:38:01.000,11395718753
433,1088,105,886 850 3701,10G LTE,2016-11-17 23:18:19.000,2015-04-29 19:36:42.000,8868503701
437,1095,101,+1 (356) 697-7019,Unlimited call,2015-02-09 01:23:21.000,2017-02-04 07:15:22.000,13566977019
434,1089,108,8987212245,5G 3G,2016-05-13 15:04:05.000,2015-03-15 18:40:11.000,8987212245
434,1090,105,+1 (785) 505-6821,10G LTE,2015-07-06 13:24:15.000,2017-01-11 02:17:09.000,17855056821
439,1098,108,404 960 1236,5G 3G,2017-01-15 09:29:35.000,2017-02-03 15:57:48.000,4049601236
442,1103,101,+1 (165) 416-2248,Unlimited call,2016-07-05 21:19:19.000,2015-06-21 23:28:09.000,11654162248
442,1104,102,989-687-7417,Unlimited text,2016-11-11 07:27:31.000,2016-03-18 22:38:56.000,9896877417
441,1099,101,8419101812,Unlimited call,2015-01-26 00:36:56.000,2016-08-06 09:01:47.000,8419101812
441,1100,108,+1 (394) 125-3459,5G 3G,2015-12-16 22:08:41.000,2015-11-19 03:48:19.000,13941253459
441,1101,105,3567269883,10G LTE,2015-06-07 11:42:34.000,2016-03-06 18:21:30.000,3567269883
443,1106,104,651 183 8202,100 text,2015-11-27 02:46:52.000,2015-02-06 16:08:41.000,6511838202
443,1107,102,569-706-7832,Unlimited text,2015-01-04 15:58:02.000,2015-11-10 14:12:27.000,5697067832
444,1108,102,(682) 266-9485,Unlimited text,2015-02-09 20:27:16.000,2016-03-31 18:55:08.000,6822669485
444,1110,105,665 210 1548,10G LTE,2016-10-30 00:14:19.000,2016-05-27 01:07:17.000,6652101548
444,1111,107,215 145 3458,10G 3G,2015-08-03 06:17:51.000,2017-01-19 17:13:01.000,2151453458
447,1121,107,989-556-4375,10G 3G,2015-06-08 21:33:24.000,2015-05-23 10:25:49.000,9895564375
447,1122,102,(517) 714-7960,Unlimited text,2015-10-07 06:36:05.000,2017-02-08 14:02:50.000,5177147960
446,1114,104,+1 (160) 297-7266,100 text,2015-06-22 03:33:28.000,2015-10-12 00:33:10.000,11602977266
445,1112,101,173 473 5431,Unlimited call,2015-12-17 01:59:56.000,2017-02-21 09:06:30.000,1734735431
446,1116,105,445-578-6419,10G LTE,2016-07-31 22:38:37.000,2015-09-03 22:19:52.000,4455786419
446,1118,108,(104) 454-6735,5G 3G,2017-01-19 23:05:38.000,2016-06-15 15:07:07.000,1044546735
445,1115,106,5195674744,5G LTE,2015-12-28 09:46:12.000,2017-02-11 01:28:27.000,5195674744
446,1120,108,853-835-1539,5G 3G,2015-08-24 16:24:27.000,2017-02-25 12:25:56.000,8538351539
445,1117,110,1104897919,5G tether,2015-07-09 04:21:06.000,2015-07-11 22:42:08.000,1104897919
448,1124,106,973 749 9183,5G LTE,2016-05-12 23:50:41.000,2016-03-26 22:50:28.000,9737499183
448,1125,101,354 250 3071,Unlimited call,2016-12-03 23:25:31.000,2016-11-16 18:24:55.000,3542503071
449,1129,108,+1 (401) 468-8986,5G 3G,2016-11-17 21:01:16.000,2015-07-03 12:30:45.000,14014688986
449,1130,108,+1 (272) 626-8616,5G 3G,2015-01-06 18:16:58.000,2015-04-04 19:36:41.000,12726268616
448,1127,108,(363) 427-6680,5G 3G,2015-05-13 19:07:42.000,2015-07-11 17:48:23.000,3634276680
449,1131,108,372 886 2586,5G 3G,2015-03-06 18:29:06.000,2015-04-23 20:04:56.000,3728862586
451,1132,101,(546) 861-2775,Unlimited call,2016-07-02 15:07:42.000,2016-03-23 02:42:25.000,5468612775
451,1135,102,4675011809,Unlimited text,2015-11-19 05:55:31.000,2015-10-06 13:54:54.000,4675011809
454,1133,107,(884) 242-5801,10G 3G,2015-12-25 13:25:20.000,2016-08-16 08:40:31.000,8842425801
454,1140,108,7793355520,5G 3G,2015-11-25 03:16:51.000,2015-12-14 09:33:35.000,7793355520
455,1139,109,+1 (936) 129-6217,Roaming special,2015-02-22 21:57:02.000,2016-07-19 11:25:30.000,19361296217
455,1143,103,2925719390,450 min,2015-12-14 06:17:56.000,2016-04-17 18:44:03.000,2925719390
455,1147,107,(882) 238-1841,10G 3G,2015-01-19 02:25:00.000,2016-08-03 00:26:47.000,8822381841
458,1159,108,734-808-6951,5G 3G,2016-02-07 23:03:49.000,2015-04-01 13:53:55.000,7348086951
456,1150,101,6033486436,Unlimited call,2015-05-17 07:10:23.000,2015-01-26 16:20:50.000,6033486436
456,1151,104,1169651874,100 text,2015-05-11 18:22:13.000,2016-10-28 16:27:26.000,1169651874
457,1153,104,632-365-9674,100 text,2017-01-24 05:14:40.000,2015-05-05 13:23:06.000,6323659674
457,1154,106,(558) 569-5107,5G LTE,2015-07-05 00:45:25.000,2016-01-16 13:37:21.000,5585695107
450,1155,105,+1 (249) 688-1995,10G LTE,2016-03-24 07:39:42.000,2016-11-08 15:34:32.000,12496881995
450,1157,101,4055485364,Unlimited call,2017-01-26 18:05:15.000,2016-12-21 14:43:56.000,4055485364
450,1158,105,(163) 801-1065,10G LTE,2016-08-01 20:27:11.000,2017-02-11 01:57:30.000,1638011065
452,1137,106,2655155997,5G LTE,2016-02-20 06:13:43.000,2016-09-12 13:48:16.000,2655155997
452,1142,107,6137119092,10G 3G,2016-08-14 23:00:26.000,2015-03-26 03:36:07.000,6137119092
452,1144,102,582 691 2552,Unlimited text,2015-07-27 00:44:29.000,2015-09-03 10:29:45.000,5826912552
452,1146,105,+1 (689) 649-6905,10G LTE,2015-08-10 06:40:42.000,2016-01-08 15:29:01.000,16896496905
459,1160,102,+1 (977) 683-5790,Unlimited text,2015-12-28 20:50:59.000,2015-02-11 12:00:16.000,19776835790
453,1134,106,(861) 370-7985,5G LTE,2016-07-18 17:01:17.000,2016-12-22 20:56:19.000,8613707985
453,1138,106,744-378-5999,5G LTE,2015-04-03 11:04:14.000,2016-11-10 09:43:53.000,7443785999
453,1141,110,291-516-9025,5G tether,2017-02-13 19:01:15.000,2016-02-22 01:16:10.000,2915169025
453,1145,110,983-937-3022,5G tether,2016-10-02 01:07:01.000,2015-01-28 07:07:52.000,9839373022
453,1148,109,+1 (223) 713-3509,Roaming special,2016-09-22 07:11:36.000,2016-02-13 04:47:40.000,12237133509
461,1165,106,565 133 8788,5G LTE,2016-04-17 18:08:37.000,2016-01-18 03:40:20.000,5651338788
461,1166,104,3556308415,100 text,2016-01-05 12:15:22.000,2016-11-27 04:46:00.000,3556308415
461,1167,110,695 919 9332,5G tether,2017-01-28 20:21:15.000,2017-02-18 20:30:56.000,6959199332
464,1176,110,+1 (856) 484-4816,5G tether,2016-07-28 10:39:03.000,2015-02-22 12:59:03.000,18564844816
464,1177,107,563-169-6226,10G 3G,2015-02-25 08:11:19.000,2015-07-16 02:41:30.000,5631696226
464,1178,102,(899) 330-3524,Unlimited text,2016-04-01 23:27:29.000,2016-06-27 16:34:16.000,8993303524
464,1179,106,806-816-9523,5G LTE,2016-01-31 23:32:16.000,2015-04-11 18:00:09.000,8068169523
464,1180,110,(995) 506-4500,5G tether,2015-02-18 19:59:31.000,2016-08-31 14:21:58.000,9955064500
463,1172,103,993 799 7487,450 min,2016-09-16 21:16:35.000,2015-11-14 21:49:16.000,9937997487
463,1173,101,5253819246,Unlimited call,2016-09-01 09:40:58.000,2016-04-06 20:11:05.000,5253819246
463,1174,101,+1 (452) 323-2795,Unlimited call,2016-08-18 08:31:37.000,2016-03-27 01:26:32.000,14523232795
463,1175,108,604-768-9920,5G 3G,2016-10-06 08:41:56.000,2015-09-28 19:46:36.000,6047689920
465,1181,103,5809327527,450 min,2016-01-12 23:39:48.000,2016-01-24 04:37:59.000,5809327527
465,1182,109,+1 (918) 670-7934,Roaming special,2016-03-19 09:03:49.000,2015-02-07 09:24:46.000,19186707934
460,1161,104,233-127-8962,100 text,2015-09-22 01:28:14.000,2016-04-11 00:13:32.000,2331278962
460,1162,104,807-175-3755,100 text,2015-05-30 13:20:32.000,2016-08-26 06:29:37.000,8071753755
462,1168,105,840 624 2769,10G LTE,2016-06-07 03:14:58.000,2016-07-25 03:32:08.000,8406242769
460,1163,107,+1 (630) 323-9579,10G 3G,2017-02-10 13:41:05.000,2015-08-20 15:36:52.000,16303239579
462,1169,105,(376) 226-9389,10G LTE,2015-04-24 10:12:19.000,2016-12-28 03:15:48.000,3762269389
460,1164,104,645 814 8970,100 text,2015-05-24 20:42:04.000,2016-10-09 00:54:43.000,6458148970
462,1170,104,+1 (642) 854-9655,100 text,2017-02-08 01:08:52.000,2015-07-06 06:15:38.000,16428549655
462,1171,107,(857) 123-8062,10G 3G,2016-09-19 22:06:18.000,2017-02-07 21:59:21.000,8571238062
466,1183,108,363-198-7855,5G 3G,2016-09-18 23:05:16.000,2016-07-14 12:06:22.000,3631987855
466,1184,110,9446698915,5G tether,2016-04-30 00:09:23.000,2016-03-14 16:48:27.000,9446698915
470,1191,108,+1 (180) 417-7558,5G 3G,2015-02-01 14:29:13.000,2015-11-08 01:51:37.000,11804177558
470,1192,106,7043514243,5G LTE,2016-07-14 22:24:35.000,2016-01-17 17:13:15.000,7043514243
467,1185,106,+1 (305) 115-3536,5G LTE,2016-09-21 05:46:27.000,2017-01-06 10:44:30.000,13051153536
468,1186,104,180 866 5292,100 text,2015-07-01 07:36:41.000,2016-12-03 21:03:24.000,1808665292
474,1193,106,(869) 205-1287,5G LTE,2015-02-05 05:21:39.000,2015-03-03 03:00:29.000,8692051287
474,1194,101,+1 (985) 108-4814,Unlimited call,2016-12-26 02:47:12.000,2016-03-05 00:59:20.000,19851084814
474,1195,101,9387688651,Unlimited call,2016-07-19 21:19:57.000,2016-12-30 13:06:24.000,9387688651
474,1196,107,(230) 942-4891,10G 3G,2017-02-13 01:42:03.000,2015-03-18 22:12:03.000,2309424891
476,1197,104,+1 (261) 632-8384,100 text,2016-06-01 17:25:28.000,2015-06-02 09:50:15.000,12616328384
469,1187,109,459 881 7105,Roaming special,2016-03-28 00:07:59.000,2015-04-01 05:46:10.000,4598817105
469,1188,103,310 235 9425,450 min,2016-11-24 23:45:30.000,2016-01-29 14:03:07.000,3102359425
469,1189,101,4657526401,Unlimited call,2016-12-12 09:24:23.000,2015-10-26 19:51:34.000,4657526401
469,1190,109,+1 (199) 246-4242,Roaming special,2015-12-01 06:13:28.000,2015-01-23 18:16:51.000,11992464242
478,1202,106,+1 (962) 177-1807,5G LTE,2015-10-28 11:08:05.000,2015-06-08 04:28:01.000,19621771807
478,1203,105,976-908-1553,10G LTE,2016-06-03 06:26:44.000,2015-08-15 12:52:12.000,9769081553
477,1198,102,+1 (947) 474-4546,Unlimited text,2016-02-16 08:36:25.000,2016-08-12 08:10:49.000,19474744546
477,1199,110,226-910-3076,5G tether,2016-04-11 13:06:25.000,2015-12-17 22:21:36.000,2269103076
477,1200,102,+1 (432) 108-1795,Unlimited text,2016-09-23 01:16:42.000,2016-03-01 01:49:01.000,14321081795
477,1201,108,1095937252,5G 3G,2016-11-16 04:39:05.000,2016-05-11 03:04:05.000,1095937252
479,1204,104,3275097837,100 text,2015-02-20 09:48:53.000,2015-12-23 19:35:43.000,3275097837
479,1205,110,2161355804,5G tether,2015-06-05 00:51:09.000,2015-12-03 23:54:01.000,2161355804
482,1214,101,(557) 963-5889,Unlimited call,2015-05-20 02:21:37.000,2015-06-23 04:52:11.000,5579635889
480,1211,106,373 360 3745,5G LTE,2016-07-13 21:10:31.000,2017-02-10 14:17:32.000,3733603745
480,1212,110,238-468-8405,5G tether,2015-12-23 14:45:19.000,2015-07-21 12:40:02.000,2384688405
473,1206,109,(400) 632-6001,Roaming special,2015-08-03 09:56:52.000,2015-06-06 15:09:12.000,4006326001
473,1207,102,(139) 835-3277,Unlimited text,2015-10-30 18:10:30.000,2015-08-12 21:20:14.000,1398353277
473,1208,110,+1 (828) 134-8792,5G tether,2016-05-28 04:57:54.000,2015-03-16 21:52:48.000,18281348792
473,1210,106,(212) 355-7981,5G LTE,2015-08-15 11:34:29.000,2015-06-15 01:40:47.000,2123557981
486,1228,104,4446473181,100 text,2016-12-16 01:23:02.000,2015-07-25 02:18:45.000,4446473181
486,1229,106,(882) 824-6776,5G LTE,2016-07-19 20:38:37.000,2016-02-26 08:54:54.000,8828246776
484,1219,110,6008573160,5G tether,2016-08-09 21:11:14.000,2015-03-15 10:43:22.000,6008573160
484,1220,110,+1 (187) 384-5521,5G tether,2015-01-24 17:10:52.000,2016-04-17 12:13:10.000,11873845521
484,1221,101,+1 (565) 708-8863,Unlimited call,2016-11-07 07:30:00.000,2015-06-09 18:56:24.000,15657088863
485,1223,103,3348967058,450 min,2017-02-02 01:32:07.000,2016-12-10 17:40:35.000,3348967058
485,1224,110,505 625 6772,5G tether,2016-02-29 16:43:06.000,2016-10-12 22:42:23.000,5056256772
485,1225,104,+1 (552) 916-3022,100 text,2015-07-23 12:17:50.000,2015-04-18 18:14:48.000,15529163022
485,1226,105,763-270-5153,10G LTE,2016-12-18 10:57:08.000,2016-01-07 04:18:00.000,7632705153
483,1215,102,728-876-5489,Unlimited text,2016-12-22 09:13:08.000,2017-02-13 13:34:34.000,7288765489
483,1216,101,601-161-5325,Unlimited call,2016-08-28 06:21:37.000,2016-11-05 23:43:29.000,6011615325
483,1217,102,434 428 3521,Unlimited text,2016-10-11 21:44:49.000,2015-02-11 20:47:35.000,4344283521
487,1231,102,825 918 3944,Unlimited text,2016-11-09 19:00:41.000,2015-11-17 14:57:47.000,8259183944
489,1237,109,561 205 9772,Roaming special,2016-04-23 06:07:15.000,2017-01-11 11:50:09.000,5612059772
487,1232,101,196-245-9901,Unlimited call,2017-01-07 03:14:10.000,2015-06-30 06:00:54.000,1962459901
490,1238,109,(866) 270-9967,Roaming special,2016-07-30 09:13:00.000,2016-01-12 01:14:06.000,8662709967
488,1234,107,+1 (515) 422-2534,10G 3G,2015-03-01 06:43:15.000,2016-11-25 18:33:15.000,15154222534
488,1235,102,582-904-9121,Unlimited text,2015-03-30 21:47:04.000,2015-09-12 07:52:48.000,5829049121
496,1251,107,9125332115,10G 3G,2015-06-08 16:10:09.000,2016-07-11 14:55:42.000,9125332115
494,1248,102,763-896-1891,Unlimited text,2016-07-20 11:30:40.000,2015-01-05 15:27:42.000,7638961891
491,1239,104,5965069744,100 text,2015-10-19 01:06:08.000,2016-02-06 10:57:00.000,5965069744
491,1240,102,271 988 4970,Unlimited text,2015-02-23 20:03:36.000,2016-01-05 08:19:04.000,2719884970
491,1242,101,798 809 1577,Unlimited call,2015-06-24 22:03:41.000,2016-11-30 00:34:17.000,7988091577
497,1252,107,817 590 5012,10G 3G,2016-07-12 02:55:55.000,2015-03-20 20:12:50.000,8175905012
497,1253,106,580 566 6417,5G LTE,2015-10-30 05:39:13.000,2015-07-21 13:34:02.000,5805666417
497,1254,103,+1 (170) 362-8177,450 min,2016-06-19 12:20:52.000,2016-03-01 15:05:16.000,11703628177
493,1247,109,942-324-8684,Roaming special,2016-08-28 19:54:58.000,2016-11-03 07:11:40.000,9423248684
493,1249,105,(521) 659-3612,10G LTE,2016-11-19 07:30:41.000,2016-09-01 04:41:21.000,5216593612
493,1250,107,+1 (102) 694-8238,10G 3G,2015-04-17 01:18:19.000,2015-03-20 11:45:52.000,11026948238
492,1244,101,(381) 426-5209,Unlimited call,2015-06-13 04:51:16.000,2016-08-08 01:21:47.000,3814265209
492,1245,109,(280) 494-3749,Roaming special,2016-06-19 07:17:31.000,2015-03-13 05:32:52.000,2804943749
492,1246,101,645-143-2958,Unlimited call,2016-03-04 10:42:25.000,2015-01-28 17:49:37.000,6451432958
504,1258,103,320 895 2387,450 min,2015-08-05 21:47:17.000,2016-04-15 11:52:32.000,3208952387
502,1257,108,+1 (900) 138-1405,5G 3G,2015-06-02 13:55:37.000,2016-09-17 04:14:34.000,19001381405
509,1269,107,2458276119,10G 3G,2015-03-10 21:03:09.000,2015-02-14 20:26:26.000,2458276119
509,1271,107,3204826854,10G 3G,2016-11-14 17:44:59.000,2015-08-07 17:28:51.000,3204826854
505,1260,105,105-947-6117,10G LTE,2015-09-22 09:56:05.000,2015-06-22 11:52:23.000,1059476117
505,1261,107,849 119 8777,10G 3G,2016-05-19 18:53:09.000,2016-05-21 13:06:50.000,8491198777
505,1262,109,273 963 5112,Roaming special,2016-08-05 14:11:50.000,2016-09-06 16:55:15.000,2739635112
510,1270,106,+1 (703) 891-1683,5G LTE,2016-09-27 22:50:36.000,2016-05-09 13:47:52.000,17038911683
512,1278,109,(818) 271-5340,Roaming special,2016-08-18 09:03:00.000,2016-12-02 06:18:32.000,8182715340
506,1263,102,1783914254,Unlimited text,2015-03-29 09:02:21.000,2016-09-21 22:27:22.000,1783914254
506,1264,109,(624) 338-2611,Roaming special,2016-12-08 21:16:39.000,2015-10-24 22:51:28.000,6243382611
508,1275,110,505-460-3126,5G tether,2015-08-07 22:30:43.000,2015-10-17 17:22:06.000,5054603126
508,1276,109,114 572 3668,Roaming special,2015-08-13 11:58:22.000,2015-02-05 22:02:45.000,1145723668
508,1277,105,(592) 605-2157,10G LTE,2016-08-10 21:00:07.000,2016-10-06 23:42:50.000,5926052157
511,1273,104,(336) 792-9623,100 text,2015-09-05 10:34:42.000,2016-01-17 12:51:22.000,3367929623
511,1274,110,+1 (267) 655-3897,5G tether,2016-12-26 14:50:45.000,2015-01-15 15:10:25.000,12676553897
507,1266,102,+1 (763) 626-4935,Unlimited text,2016-07-29 17:49:10.000,2016-11-13 18:36:13.000,17636264935
507,1267,104,109-605-5210,100 text,2015-06-07 15:08:00.000,2016-11-18 02:42:29.000,1096055210
507,1268,104,799-304-3139,100 text,2015-11-14 18:27:35.000,2016-01-04 03:50:13.000,7993043139
520,1302,109,+1 (338) 211-6609,Roaming special,2016-07-08 09:02:58.000,2015-01-07 14:34:55.000,13382116609
516,1284,103,+1 (882) 967-5634,450 min,2015-10-31 00:29:33.000,2016-02-20 06:37:39.000,18829675634
516,1287,104,584-497-3732,100 text,2016-03-03 07:47:24.000,2016-11-19 19:29:29.000,5844973732
518,1285,103,(995) 657-8931,450 min,2015-09-24 23:30:27.000,2015-06-11 09:33:42.000,9956578931
518,1289,105,759 539 2742,10G LTE,2016-10-13 13:51:36.000,2016-11-22 16:31:42.000,7595392742
518,1293,103,(539) 579-8934,450 min,2015-01-10 23:03:48.000,2015-10-12 19:54:25.000,5395798934
513,1279,106,728 571 2379,5G LTE,2016-11-20 18:01:38.000,2015-06-23 03:42:18.000,7285712379
513,1280,102,9402729098,Unlimited text,2015-11-07 15:02:21.000,2015-07-19 17:56:30.000,9402729098
513,1281,110,(424) 999-2855,5G tether,2015-09-18 07:21:10.000,2015-07-14 02:14:27.000,4249992855
513,1282,107,(924) 529-4398,10G 3G,2015-03-23 08:06:04.000,2015-09-02 03:41:24.000,9245294398
522,1306,108,(908) 530-3831,5G 3G,2017-02-09 14:33:22.000,2016-05-14 20:29:47.000,9085303831
517,1283,106,(356) 755-5137,5G LTE,2016-09-16 14:56:24.000,2015-02-21 17:12:20.000,3567555137
517,1286,106,3613014602,5G LTE,2015-07-23 12:37:42.000,2016-08-03 23:35:26.000,3613014602
517,1288,106,+1 (582) 825-7757,5G LTE,2016-05-04 06:41:51.000,2016-01-12 23:23:35.000,15828257757
517,1290,101,368-119-5553,Unlimited call,2015-04-26 08:28:59.000,2016-02-17 11:44:46.000,3681195553
521,1303,105,(107) 441-8504,10G LTE,2015-01-16 19:59:07.000,2016-07-20 17:22:19.000,1074418504
521,1304,102,6419497145,Unlimited text,2017-01-25 18:41:31.000,2016-07-07 11:26:53.000,6419497145
521,1305,109,+1 (944) 700-8313,Roaming special,2015-04-20 15:26:05.000,2015-05-21 04:05:07.000,19447008313
529,1317,103,365 306 9676,450 min,2016-03-23 20:32:37.000,2017-02-12 15:36:05.000,3653069676
515,1292,101,+1 (574) 901-2800,Unlimited call,2015-08-19 06:00:38.000,2015-06-26 16:48:53.000,15749012800
515,1295,104,972 679 6233,100 text,2016-03-06 09:29:25.000,2017-02-15 04:13:55.000,9726796233
515,1299,102,587 992 4983,Unlimited text,2015-03-28 04:18:05.000,2016-01-02 14:11:24.000,5879924983
515,1300,108,7624487135,5G 3G,2015-10-26 01:06:15.000,2017-01-13 12:51:05.000,7624487135
515,1301,104,1783704405,100 text,2015-11-26 09:54:34.000,2015-04-14 07:31:24.000,1783704405
519,1291,110,+1 (339) 603-1303,5G tether,2016-05-30 22:49:55.000,2016-07-20 00:08:55.000,13396031303
519,1294,105,2803585688,10G LTE,2015-04-21 18:24:33.000,2016-07-04 02:32:16.000,2803585688
519,1296,101,+1 (242) 940-6089,Unlimited call,2015-06-18 14:47:00.000,2016-10-12 04:13:09.000,12429406089
519,1297,110,652 483 3224,5G tether,2015-09-01 00:24:50.000,2015-07-02 08:23:35.000,6524833224
